relative_path,label,class_name
Industrial/Industrial_741.jpg,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_769.jpg,2,HerbaceousVegetation
Industrial/Industrial_723.jpg,4,Industrial
SeaLake/SeaLake_1662.jpg,9,SeaLake
Highway/Highway_1036.jpg,3,Highway
HerbaceousVegetation/HerbaceousVegetation_893.jpg,2,HerbaceousVegetation
Pasture/Pasture_1681.jpg,5,Pasture
HerbaceousVegetation/HerbaceousVegetation_2140.jpg,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_2310.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_1279.jpg,6,PermanentCrop
Residential/Residential_325.jpg,7,Residential
SeaLake/SeaLake_2211.jpg,9,SeaLake
Forest/Forest_156.jpg,1,Forest
HerbaceousVegetation/HerbaceousVegetation_1953.jpg,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_1525.jpg,2,HerbaceousVegetation
Pasture/Pasture_1400.jpg,5,Pasture
Pasture/Pasture_1005.jpg,5,Pasture
PermanentCrop/PermanentCrop_187.jpg,6,PermanentCrop
Forest/Forest_2826.jpg,1,Forest
Pasture/Pasture_1202.jpg,5,Pasture
HerbaceousVegetation/HerbaceousVegetation_1159.jpg,2,HerbaceousVegetation
Forest/Forest_1010.jpg,1,Forest
AnnualCrop/AnnualCrop_1159.jpg,0,AnnualCrop
Forest/Forest_185.jpg,1,Forest
HerbaceousVegetation/HerbaceousVegetation_2793.jpg,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_1969.jpg,0,AnnualCrop
Pasture/Pasture_45.jpg,5,Pasture
Residential/Residential_196.jpg,7,Residential
Highway/Highway_2016.jpg,3,Highway
Highway/Highway_1910.jpg,3,Highway
AnnualCrop/AnnualCrop_2344.jpg,0,AnnualCrop
SeaLake/SeaLake_2367.jpg,9,SeaLake
Forest/Forest_1862.jpg,1,Forest
Industrial/Industrial_195.jpg,4,Industrial
Pasture/Pasture_524.jpg,5,Pasture
PermanentCrop/PermanentCrop_1412.jpg,6,PermanentCrop
River/River_270.jpg,8,River
Pasture/Pasture_1712.jpg,5,Pasture
Highway/Highway_2123.jpg,3,Highway
PermanentCrop/PermanentCrop_380.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_356.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_105.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_1283.jpg,6,PermanentCrop
Highway/Highway_2412.jpg,3,Highway
River/River_761.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_2744.jpg,2,HerbaceousVegetation
Residential/Residential_279.jpg,7,Residential
PermanentCrop/PermanentCrop_2434.jpg,6,PermanentCrop
Forest/Forest_1859.jpg,1,Forest
Forest/Forest_1803.jpg,1,Forest
Residential/Residential_1928.jpg,7,Residential
PermanentCrop/PermanentCrop_670.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_1908.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_932.jpg,6,PermanentCrop
Forest/Forest_8.jpg,1,Forest
HerbaceousVegetation/HerbaceousVegetation_602.jpg,2,HerbaceousVegetation
Pasture/Pasture_1843.jpg,5,Pasture
River/River_1740.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_2104.jpg,2,HerbaceousVegetation
Pasture/Pasture_1189.jpg,5,Pasture
SeaLake/SeaLake_2378.jpg,9,SeaLake
Forest/Forest_372.jpg,1,Forest
AnnualCrop/AnnualCrop_93.jpg,0,AnnualCrop
Industrial/Industrial_2374.jpg,4,Industrial
Residential/Residential_313.jpg,7,Residential
AnnualCrop/AnnualCrop_1876.jpg,0,AnnualCrop
River/River_620.jpg,8,River
SeaLake/SeaLake_2306.jpg,9,SeaLake
Forest/Forest_1362.jpg,1,Forest
Highway/Highway_951.jpg,3,Highway
PermanentCrop/PermanentCrop_925.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_2894.jpg,2,HerbaceousVegetation
River/River_383.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_2595.jpg,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_777.jpg,2,HerbaceousVegetation
Highway/Highway_266.jpg,3,Highway
SeaLake/SeaLake_239.jpg,9,SeaLake
HerbaceousVegetation/HerbaceousVegetation_959.jpg,2,HerbaceousVegetation
SeaLake/SeaLake_1208.jpg,9,SeaLake
River/River_1511.jpg,8,River
Highway/Highway_2385.jpg,3,Highway
River/River_1800.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_1879.jpg,2,HerbaceousVegetation
Forest/Forest_2052.jpg,1,Forest
PermanentCrop/PermanentCrop_1024.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_2533.jpg,2,HerbaceousVegetation
River/River_1575.jpg,8,River
Highway/Highway_648.jpg,3,Highway
AnnualCrop/AnnualCrop_1101.jpg,0,AnnualCrop
SeaLake/SeaLake_1008.jpg,9,SeaLake
Forest/Forest_1421.jpg,1,Forest
PermanentCrop/PermanentCrop_1066.jpg,6,PermanentCrop
Residential/Residential_2395.jpg,7,Residential
AnnualCrop/AnnualCrop_1325.jpg,0,AnnualCrop
Forest/Forest_1033.jpg,1,Forest
Residential/Residential_2362.jpg,7,Residential
PermanentCrop/PermanentCrop_1486.jpg,6,PermanentCrop
Highway/Highway_2100.jpg,3,Highway
AnnualCrop/AnnualCrop_407.jpg,0,AnnualCrop
PermanentCrop/PermanentCrop_663.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_812.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_1371.jpg,6,PermanentCrop
AnnualCrop/AnnualCrop_1385.jpg,0,AnnualCrop
Residential/Residential_1790.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1603.jpg,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_2811.jpg,0,AnnualCrop
Industrial/Industrial_2420.jpg,4,Industrial
Industrial/Industrial_1685.jpg,4,Industrial
Residential/Residential_1366.jpg,7,Residential
Pasture/Pasture_1066.jpg,5,Pasture
SeaLake/SeaLake_441.jpg,9,SeaLake
PermanentCrop/PermanentCrop_1599.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_952.jpg,2,HerbaceousVegetation
Pasture/Pasture_1385.jpg,5,Pasture
River/River_1565.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_351.jpg,2,HerbaceousVegetation
SeaLake/SeaLake_2589.jpg,9,SeaLake
PermanentCrop/PermanentCrop_2293.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_343.jpg,6,PermanentCrop
River/River_1979.jpg,8,River
Residential/Residential_2056.jpg,7,Residential
River/River_2455.jpg,8,River
River/River_2089.jpg,8,River
Residential/Residential_2961.jpg,7,Residential
PermanentCrop/PermanentCrop_1298.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_705.jpg,6,PermanentCrop
River/River_471.jpg,8,River
Forest/Forest_2159.jpg,1,Forest
PermanentCrop/PermanentCrop_1628.jpg,6,PermanentCrop
Pasture/Pasture_243.jpg,5,Pasture
Industrial/Industrial_895.jpg,4,Industrial
PermanentCrop/PermanentCrop_2426.jpg,6,PermanentCrop
Residential/Residential_1671.jpg,7,Residential
Pasture/Pasture_1971.jpg,5,Pasture
SeaLake/SeaLake_975.jpg,9,SeaLake
Forest/Forest_394.jpg,1,Forest
Forest/Forest_1829.jpg,1,Forest
Forest/Forest_192.jpg,1,Forest
AnnualCrop/AnnualCrop_312.jpg,0,AnnualCrop
Residential/Residential_794.jpg,7,Residential
Highway/Highway_968.jpg,3,Highway
Forest/Forest_1368.jpg,1,Forest
HerbaceousVegetation/HerbaceousVegetation_1881.jpg,2,HerbaceousVegetation
Highway/Highway_1792.jpg,3,Highway
Highway/Highway_2068.jpg,3,Highway
PermanentCrop/PermanentCrop_1173.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_2433.jpg,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_1414.jpg,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_1152.jpg,0,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2096.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_536.jpg,6,PermanentCrop
Industrial/Industrial_2055.jpg,4,Industrial
AnnualCrop/AnnualCrop_2193.jpg,0,AnnualCrop
SeaLake/SeaLake_2040.jpg,9,SeaLake
Pasture/Pasture_1309.jpg,5,Pasture
River/River_164.jpg,8,River
SeaLake/SeaLake_2551.jpg,9,SeaLake
Industrial/Industrial_1293.jpg,4,Industrial
PermanentCrop/PermanentCrop_996.jpg,6,PermanentCrop
Highway/Highway_2326.jpg,3,Highway
PermanentCrop/PermanentCrop_1069.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_1748.jpg,6,PermanentCrop
River/River_1225.jpg,8,River
AnnualCrop/AnnualCrop_1925.jpg,0,AnnualCrop
Pasture/Pasture_11.jpg,5,Pasture
Pasture/Pasture_1810.jpg,5,Pasture
Highway/Highway_813.jpg,3,Highway
HerbaceousVegetation/HerbaceousVegetation_2881.jpg,2,HerbaceousVegetation
Forest/Forest_817.jpg,1,Forest
Forest/Forest_335.jpg,1,Forest
Forest/Forest_1791.jpg,1,Forest
River/River_276.jpg,8,River
River/River_2167.jpg,8,River
SeaLake/SeaLake_1536.jpg,9,SeaLake
SeaLake/SeaLake_2617.jpg,9,SeaLake
Residential/Residential_2117.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1554.jpg,2,HerbaceousVegetation
Residential/Residential_1057.jpg,7,Residential
Highway/Highway_1264.jpg,3,Highway
PermanentCrop/PermanentCrop_2395.jpg,6,PermanentCrop
Industrial/Industrial_755.jpg,4,Industrial
Highway/Highway_1622.jpg,3,Highway
AnnualCrop/AnnualCrop_1041.jpg,0,AnnualCrop
Residential/Residential_370.jpg,7,Residential
SeaLake/SeaLake_1839.jpg,9,SeaLake
Forest/Forest_2125.jpg,1,Forest
Pasture/Pasture_367.jpg,5,Pasture
Pasture/Pasture_1548.jpg,5,Pasture
Residential/Residential_2852.jpg,7,Residential
Residential/Residential_1508.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1725.jpg,2,HerbaceousVegetation
Residential/Residential_827.jpg,7,Residential
SeaLake/SeaLake_1312.jpg,9,SeaLake
River/River_2100.jpg,8,River
Pasture/Pasture_1914.jpg,5,Pasture
Residential/Residential_1277.jpg,7,Residential
Pasture/Pasture_610.jpg,5,Pasture
Industrial/Industrial_1302.jpg,4,Industrial
Pasture/Pasture_1906.jpg,5,Pasture
Industrial/Industrial_2402.jpg,4,Industrial
AnnualCrop/AnnualCrop_462.jpg,0,AnnualCrop
Highway/Highway_2358.jpg,3,Highway
Residential/Residential_613.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_816.jpg,2,HerbaceousVegetation
Highway/Highway_1989.jpg,3,Highway
Highway/Highway_1088.jpg,3,Highway
HerbaceousVegetation/HerbaceousVegetation_758.jpg,2,HerbaceousVegetation
Residential/Residential_2579.jpg,7,Residential
Forest/Forest_2398.jpg,1,Forest
PermanentCrop/PermanentCrop_461.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_293.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_1995.jpg,6,PermanentCrop
River/River_92.jpg,8,River
Forest/Forest_1788.jpg,1,Forest
Industrial/Industrial_1975.jpg,4,Industrial
AnnualCrop/AnnualCrop_1133.jpg,0,AnnualCrop
Residential/Residential_1772.jpg,7,Residential
PermanentCrop/PermanentCrop_188.jpg,6,PermanentCrop
Highway/Highway_1697.jpg,3,Highway
River/River_325.jpg,8,River
River/River_828.jpg,8,River
Forest/Forest_2509.jpg,1,Forest
Residential/Residential_754.jpg,7,Residential
Residential/Residential_2447.jpg,7,Residential
Pasture/Pasture_1583.jpg,5,Pasture
River/River_2413.jpg,8,River
PermanentCrop/PermanentCrop_1381.jpg,6,PermanentCrop
River/River_89.jpg,8,River
Highway/Highway_2287.jpg,3,Highway
Residential/Residential_2491.jpg,7,Residential
AnnualCrop/AnnualCrop_34.jpg,0,AnnualCrop
Residential/Residential_1984.jpg,7,Residential
Industrial/Industrial_1388.jpg,4,Industrial
Residential/Residential_1169.jpg,7,Residential
PermanentCrop/PermanentCrop_1031.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_396.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_633.jpg,6,PermanentCrop
River/River_1216.jpg,8,River
PermanentCrop/PermanentCrop_893.jpg,6,PermanentCrop
AnnualCrop/AnnualCrop_1280.jpg,0,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2331.jpg,2,HerbaceousVegetation
Highway/Highway_1062.jpg,3,Highway
AnnualCrop/AnnualCrop_85.jpg,0,AnnualCrop
SeaLake/SeaLake_1332.jpg,9,SeaLake
Residential/Residential_1553.jpg,7,Residential
PermanentCrop/PermanentCrop_2274.jpg,6,PermanentCrop
Forest/Forest_2337.jpg,1,Forest
Pasture/Pasture_553.jpg,5,Pasture
PermanentCrop/PermanentCrop_1021.jpg,6,PermanentCrop
AnnualCrop/AnnualCrop_689.jpg,0,AnnualCrop
SeaLake/SeaLake_1353.jpg,9,SeaLake
PermanentCrop/PermanentCrop_527.jpg,6,PermanentCrop
River/River_1528.jpg,8,River
PermanentCrop/PermanentCrop_2323.jpg,6,PermanentCrop
River/River_2483.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_2231.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_852.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_1826.jpg,6,PermanentCrop
River/River_1915.jpg,8,River
Forest/Forest_2968.jpg,1,Forest
Forest/Forest_1695.jpg,1,Forest
PermanentCrop/PermanentCrop_1423.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_2298.jpg,6,PermanentCrop
AnnualCrop/AnnualCrop_606.jpg,0,AnnualCrop
River/River_1557.jpg,8,River
Pasture/Pasture_542.jpg,5,Pasture
River/River_170.jpg,8,River
Forest/Forest_2446.jpg,1,Forest
AnnualCrop/AnnualCrop_1935.jpg,0,AnnualCrop
PermanentCrop/PermanentCrop_2215.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1417.jpg,2,HerbaceousVegetation
Industrial/Industrial_1654.jpg,4,Industrial
Forest/Forest_2288.jpg,1,Forest
AnnualCrop/AnnualCrop_1319.jpg,0,AnnualCrop
Industrial/Industrial_2255.jpg,4,Industrial
Forest/Forest_1335.jpg,1,Forest
PermanentCrop/PermanentCrop_949.jpg,6,PermanentCrop
SeaLake/SeaLake_2081.jpg,9,SeaLake
PermanentCrop/PermanentCrop_2467.jpg,6,PermanentCrop
Pasture/Pasture_1498.jpg,5,Pasture
Pasture/Pasture_1437.jpg,5,Pasture
Forest/Forest_145.jpg,1,Forest
Residential/Residential_1068.jpg,7,Residential
Pasture/Pasture_120.jpg,5,Pasture
Forest/Forest_1790.jpg,1,Forest
Highway/Highway_2095.jpg,3,Highway
PermanentCrop/PermanentCrop_1946.jpg,6,PermanentCrop
Residential/Residential_1679.jpg,7,Residential
AnnualCrop/AnnualCrop_1290.jpg,0,AnnualCrop
Residential/Residential_22.jpg,7,Residential
AnnualCrop/AnnualCrop_2200.jpg,0,AnnualCrop
Highway/Highway_77.jpg,3,Highway
SeaLake/SeaLake_2578.jpg,9,SeaLake
AnnualCrop/AnnualCrop_1166.jpg,0,AnnualCrop
AnnualCrop/AnnualCrop_789.jpg,0,AnnualCrop
Industrial/Industrial_530.jpg,4,Industrial
Highway/Highway_161.jpg,3,Highway
Forest/Forest_2592.jpg,1,Forest
Forest/Forest_2346.jpg,1,Forest
Highway/Highway_1401.jpg,3,Highway
River/River_2398.jpg,8,River
Highway/Highway_1381.jpg,3,Highway
Residential/Residential_1812.jpg,7,Residential
Industrial/Industrial_1822.jpg,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_200.jpg,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_787.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_1444.jpg,6,PermanentCrop
SeaLake/SeaLake_1736.jpg,9,SeaLake
AnnualCrop/AnnualCrop_2631.jpg,0,AnnualCrop
Industrial/Industrial_100.jpg,4,Industrial
Residential/Residential_2029.jpg,7,Residential
Residential/Residential_751.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_890.jpg,2,HerbaceousVegetation
Highway/Highway_469.jpg,3,Highway
River/River_483.jpg,8,River
Residential/Residential_2765.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1693.jpg,2,HerbaceousVegetation
Residential/Residential_2099.jpg,7,Residential
Forest/Forest_1963.jpg,1,Forest
AnnualCrop/AnnualCrop_736.jpg,0,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_1241.jpg,2,HerbaceousVegetation
Industrial/Industrial_1079.jpg,4,Industrial
River/River_1824.jpg,8,River
Residential/Residential_2995.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1455.jpg,2,HerbaceousVegetation
Residential/Residential_1036.jpg,7,Residential
Pasture/Pasture_111.jpg,5,Pasture
River/River_2443.jpg,8,River
SeaLake/SeaLake_653.jpg,9,SeaLake
HerbaceousVegetation/HerbaceousVegetation_1570.jpg,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_1124.jpg,0,AnnualCrop
SeaLake/SeaLake_1124.jpg,9,SeaLake
Highway/Highway_1084.jpg,3,Highway
AnnualCrop/AnnualCrop_2144.jpg,0,AnnualCrop
Highway/Highway_809.jpg,3,Highway
River/River_290.jpg,8,River
River/River_695.jpg,8,River
Forest/Forest_1353.jpg,1,Forest
HerbaceousVegetation/HerbaceousVegetation_1458.jpg,2,HerbaceousVegetation
Highway/Highway_889.jpg,3,Highway
PermanentCrop/PermanentCrop_578.jpg,6,PermanentCrop
AnnualCrop/AnnualCrop_717.jpg,0,AnnualCrop
Industrial/Industrial_2104.jpg,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_2149.jpg,2,HerbaceousVegetation
Highway/Highway_2247.jpg,3,Highway
HerbaceousVegetation/HerbaceousVegetation_1622.jpg,2,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_2856.jpg,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_2347.jpg,0,AnnualCrop
Industrial/Industrial_209.jpg,4,Industrial
Residential/Residential_1065.jpg,7,Residential
SeaLake/SeaLake_2049.jpg,9,SeaLake
AnnualCrop/AnnualCrop_1776.jpg,0,AnnualCrop
Residential/Residential_330.jpg,7,Residential
PermanentCrop/PermanentCrop_1127.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_184.jpg,6,PermanentCrop
Highway/Highway_390.jpg,3,Highway
HerbaceousVegetation/HerbaceousVegetation_1427.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_1227.jpg,6,PermanentCrop
Residential/Residential_1289.jpg,7,Residential
Residential/Residential_1994.jpg,7,Residential
Forest/Forest_2671.jpg,1,Forest
Residential/Residential_2741.jpg,7,Residential
Forest/Forest_1171.jpg,1,Forest
Residential/Residential_143.jpg,7,Residential
Industrial/Industrial_576.jpg,4,Industrial
SeaLake/SeaLake_869.jpg,9,SeaLake
AnnualCrop/AnnualCrop_992.jpg,0,AnnualCrop
Residential/Residential_267.jpg,7,Residential
Industrial/Industrial_1299.jpg,4,Industrial
SeaLake/SeaLake_2629.jpg,9,SeaLake
River/River_2414.jpg,8,River
Industrial/Industrial_849.jpg,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_925.jpg,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_640.jpg,0,AnnualCrop
River/River_1268.jpg,8,River
Pasture/Pasture_799.jpg,5,Pasture
Residential/Residential_67.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_455.jpg,2,HerbaceousVegetation
PermanentCrop/PermanentCrop_145.jpg,6,PermanentCrop
Industrial/Industrial_273.jpg,4,Industrial
River/River_274.jpg,8,River
SeaLake/SeaLake_2610.jpg,9,SeaLake
Residential/Residential_1086.jpg,7,Residential
Residential/Residential_521.jpg,7,Residential
Forest/Forest_2676.jpg,1,Forest
River/River_936.jpg,8,River
Pasture/Pasture_1156.jpg,5,Pasture
HerbaceousVegetation/HerbaceousVegetation_2717.jpg,2,HerbaceousVegetation
AnnualCrop/AnnualCrop_2074.jpg,0,AnnualCrop
Highway/Highway_884.jpg,3,Highway
River/River_2346.jpg,8,River
Residential/Residential_692.jpg,7,Residential
Forest/Forest_1884.jpg,1,Forest
Pasture/Pasture_413.jpg,5,Pasture
Residential/Residential_832.jpg,7,Residential
PermanentCrop/PermanentCrop_233.jpg,6,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_77.jpg,2,HerbaceousVegetation
Industrial/Industrial_601.jpg,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_1973.jpg,2,HerbaceousVegetation
Forest/Forest_1960.jpg,1,Forest
Forest/Forest_5.jpg,1,Forest
River/River_389.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_803.jpg,2,HerbaceousVegetation
Industrial/Industrial_506.jpg,4,Industrial
SeaLake/SeaLake_2508.jpg,9,SeaLake
PermanentCrop/PermanentCrop_1455.jpg,6,PermanentCrop
PermanentCrop/PermanentCrop_1927.jpg,6,PermanentCrop
Forest/Forest_1575.jpg,1,Forest
Residential/Residential_1623.jpg,7,Residential
SeaLake/SeaLake_632.jpg,9,SeaLake
AnnualCrop/AnnualCrop_1708.jpg,0,AnnualCrop
AnnualCrop/AnnualCrop_1172.jpg,0,AnnualCrop
PermanentCrop/PermanentCrop_543.jpg,6,PermanentCrop
Highway/Highway_2102.jpg,3,Highway
Residential/Residential_2976.jpg,7,Residential
PermanentCrop/PermanentCrop_1096.jpg,6,PermanentCrop
Forest/Forest_2055.jpg,1,Forest
HerbaceousVegetation/HerbaceousVegetation_1413.jpg,2,HerbaceousVegetation
Residential/Residential_1272.jpg,7,Residential
Residential/Residential_2160.jpg,7,Residential
Pasture/Pasture_40.jpg,5,Pasture
AnnualCrop/AnnualCrop_780.jpg,0,AnnualCrop
Industrial/Industrial_1628.jpg,4,Industrial
Highway/Highway_735.jpg,3,Highway
Forest/Forest_1374.jpg,1,Forest
SeaLake/SeaLake_1300.jpg,9,SeaLake
Forest/Forest_281.jpg,1,Forest
AnnualCrop/AnnualCrop_386.jpg,0,AnnualCrop
Residential/Residential_1956.jpg,7,Residential
Residential/Residential_482.jpg,7,Residential
Forest/Forest_2569.jpg,1,Forest
Forest/Forest_1603.jpg,1,Forest
SeaLake/SeaLake_2725.jpg,9,SeaLake
Pasture/Pasture_127.jpg,5,Pasture
Pasture/Pasture_1659.jpg,5,Pasture
Highway/Highway_67.jpg,3,Highway
Highway/Highway_542.jpg,3,Highway
Industrial/Industrial_1552.jpg,4,Industrial
HerbaceousVegetation/HerbaceousVegetation_2886.jpg,2,HerbaceousVegetation
River/River_2054.jpg,8,River
HerbaceousVegetation/HerbaceousVegetation_1780.jpg,2,HerbaceousVegetation
Pasture/Pasture_284.jpg,5,Pasture
Highway/Highway_920.jpg,3,Highway
SeaLake/SeaLake_648.jpg,9,SeaLake
River/River_94.jpg,8,River
Highway/Highway_794.jpg,3,Highway
River/River_1678.jpg,8,River
Forest/Forest_1161.jpg,1,Forest
Highway/Highway_1933.jpg,3,Highway
AnnualCrop/AnnualCrop_1275.jpg,0,AnnualCrop
River/River_1671.jpg,8,River
SeaLake/SeaLake_2111.jpg,9,SeaLake
Highway/Highway_708.jpg,3,Highway
SeaLake/SeaLake_2166.jpg,9,SeaLake
Industrial/Industrial_1583.jpg,4,Industrial
Residential/Residential_2250.jpg,7,Residential
AnnualCrop/AnnualCrop_200.jpg,0,AnnualCrop
Industrial/Industrial_1310.jpg,4,Industrial
Highway/Highway_2077.jpg,3,Highway
River/River_220.jpg,8,River
Industrial/Industrial_134.jpg,4,Industrial
AnnualCrop/AnnualCrop_1815.jpg,0,AnnualCrop
PermanentCrop/PermanentCrop_1524.jpg,6,PermanentCrop
SeaLake/SeaLake_161.jpg,9,SeaLake
Forest/Forest_187.jpg,1,Forest
SeaLake/SeaLake_752.jpg,9,SeaLake
SeaLake/SeaLake_2956.jpg,9,SeaLake
Highway/Highway_352.jpg,3,Highway
Industrial/Industrial_1103.jpg,4,Industrial
Industrial/Industrial_1810.jpg,4,Industrial
Pasture/Pasture_1959.jpg,5,Pasture
River/River_2300.jpg,8,River
River/River_97.jpg,8,River
Highway/Highway_887.jpg,3,Highway
Forest/Forest_1598.jpg,1,Forest
Highway/Highway_322.jpg,3,Highway
PermanentCrop/PermanentCrop_1405.jpg,6,PermanentCrop
Residential/Residential_2547.jpg,7,Residential
PermanentCrop/PermanentCrop_911.jpg,6,PermanentCrop
Residential/Residential_2882.jpg,7,Residential
HerbaceousVegetation/HerbaceousVegetation_1035.jpg,2,HerbaceousVegetation
Residential/Residential_2064.jpg,7,Residential
PermanentCrop/PermanentCrop_1617.jpg,6,PermanentCrop
River/River_1202.jpg,8,River
